Review,Aspects,Sentiments
"Zitat:TTS8S schrieb am 23. August 2016 um 19:58:44 Uhr:itat:Wecki500 schrieb am 23. August 2016 um 14:58:00 Uhr:ch will ja nicht sagen selber Schuld, aber gerade bei einem Fahrzeug in dieser Preiskategorie sucht man sich auch nicht den erstbesten Direktversicherer, welcher bei Check24 im Vergleich ganz oben auftaucht. Der günstige Preis muss ja irgendwo her kommen.orry, aber das ist wohl nicht Dein Ernst. Eine Versicherungsgesellschaft, die in Deutschland eine KFZ-Versicherung mit einem per Versicherungsschein definierten Leistungsumfang anbietet, hat diese Leistungen auch zu erbringen, wenn man sich als Kunde (wie bei Merlot entsprechend seiner eigenen Schilderungen der Fall) an die entsprechenden Prozesse und Termine hält und seine Beiträge fristgerecht bezahlt. Das gilt auch und gerade für sogenannte Direktversicherungen, also solche Anbieter, die keine persönlichen Ansprechparter in der Fläche haben und deshalb besonders auf vernünftig funktionierende Prozesse und eine gute Kommunikation mit dem Kunden angewiesen sind.nd ganz ehrlich: nach meiner eigenen Erfahrung (nicht nur KFZ) funktioniert das auch überwiegend gut, während man auch bei sogenannten Premium-Versicherungen, also solchen mit Agenturen und Personal in der Fläche, im Zweifel durchaus sein blaues Wunder erleben kann. Deine Pauschalierung ist also alles andere als angebracht.atürlich müssen auch die Direktversicherer den Schaden gemäß vereinbartem Deckungsumfang regulieren. Die meisten Kunden kommen ja auch an ihr Geld. Nur die Frage ist hier das Wie (siehe Merlot). Die Prozesse der Direktversicherer laufen bei Standardvorgängen meist reibungslos (z.B. automatisierte Verarbeitung), aber bei komplizierteren Sachverhalten kann es überall zu Problemen, Nachfragen und Missverständnissen kommen (Direktversicherer und Premium-Versicherer). Aber wie ich bereits erwähnt habe, kann sich bei uns sowohl der Kunde als auch der Vertriebspartner direkt an den zuständigen Sachbearbeiter wenden (da bin ich der selben Meinung wie stoppelfreund, in 95% der Fälle reicht ein Anruf). Dieser ist mit dem Vorgang vertraut (Vertretungsfälle mal außer Acht gelassen) und man muss sich nicht an eine zentrale Hotline wenden, wo man jedes mal von einer anderen Person vertröstet wird, die sich erneut in den Vorgang einlesen muss und dann hoch und heilig verspricht das Ganze an den zuständigen Sachbearbeiter weiterzuleiten.ußerdem hat sich meine Aussage (hinsichtlich persönlicher Ansprechpartner) nur auf die Abläufe im Innendienst bezogen und nicht auf das Auftreten in der Fläche und die damit verbundene Vertriebsstruktur.ch bin mit meinem Wagen selber bei einem Direktversicherer (Allsecur). Der ist momentan aber nur zwischen 6000 und 7000 Euro wert. Diese Summe ist für mich weitaus weniger existenzentscheidend als beispielsweise die 43.000 von Merlot, falls ich Wochen oder Monate länger auf mein Geld warten muss. Doch beim nächsten Neuwagen oder jungen Gebrauchten werde ich diesen nicht bei einem Direktversicherer versichern. Dann will ich bei Vertragsangelegenheiten oder im Schadenfall einen persönlichen Ansprechpartner (hier auch wieder bezogen auf den Innendienst, nicht den Vertrieb), damit ich nicht wochenlang auf eine Reparaturfreigabe oder ähnliches warten muss...er Service will, muss diesen auch bezahlen...","sagen, Check24, Preis, Versicherungsschein, Leistungsumfang, Leistungen, Kunde, Termine, Beiträge, Kommunikation, Kunden, KFZ, Schaden, Geld, Frage, reibungslos, Fälle, Vorgang, Hotline, Aussage, Service",negative
"Mangelhafte Vertragserfüllung seitens der Direktversicherung, hat keinen direkten Zusammenhang mit der Prämienhöhe. Sowas kann einem mit jedweder Versicherung passieren und es ist auch egal , ob da nun ein Vertreter oder ein Makler dazwischen hängt. Wenn die Leistungsabteilung Mist baut, dann macht sie das eben. Manchmal ist es gewollt und manchmal geschieht es einfach nur so. Der doofe Eindruck, den das von außen hinterlässt, der ist der gleiche.","Versicherung, einfach",negative
"Zitat:berlin-paul schrieb am 24. August 2016 um 11:41:53 Uhr:angelhafte Vertragserfüllung seitens der Direktversicherung, hat keinen direkten Zusammenhang mit der Prämienhöhe. Sowas kann einem mit jedweder Versicherung passieren und es ist auch egal , ob da nun ein Vertreter oder ein Makler dazwischen hängt. Wenn die Leistungsabteilung Mist baut, dann macht sie das eben. Manchmal ist es gewollt und manchmal geschieht es einfach nur so. Der doofe Eindruck, den das von außen hinterlässt, der ist der gleiche.anke - genau so sehe ich das auch. Und dass ein Fehlgriff der Leistungsabteilung bei einer günstigen Direktversicherung häufiger passiert wie bei einer vollpreisigen Premium-Versicherung, dafür würde ich meine Hand nicht ins Feuer legen. Deshalb sehe ich keinen Grund, die Wahl des Versicherers vom Neu-/Restwert des Fahrzeugs abhängig zu machen, sondern vielleicht eher von seiner persönlichen Disposition (siehe unten). Ich selbst habe mein Fahrzeug (Neupreis >65k, gekauft als junger Gebrauchter mit ca. 9 Monaten) ebenfalls bei einer Direktversicherung untergebracht und mache mir in dieser Hinsicht keine Sorgen. Allerdings sollte man, so man sich mit einer Direktversicherung einlässt, für sich selbst folgende Fragen möglichst mit ja beantworten können:in ich willens und in der Lage, eine Hotline anzurufen und auch mal >5 Minuten zu warten?ann ich gegenüber möglicherweise wechselnden Ansprechpartnern mein Anliegen klar, deutlich und unmissverständlich zum Ausdruck bringen und erfolgreich auf Erfüllung meiner gerechtfertigten Forderungen bestehen?ann ich mich mündlich (telefonisch) wie schriftlich professionell genug ausdrücken, um die Gegenseite zu einer ebenso professionellen Vorgehensweise zu bewegen?abe ich kein Problem damit, bei Bedarf auch mal sehr deutlich zu werden?ann ich, falls erforderlich, immer mindestens genauso stur sein wie der Sachbearbeiter oder sein Vorgesetzter bei der Leistungsabteilung der Versicherung?enn man alle Fragen guten Gewissens mit ja beantworten kann, dann besteht bei einer Direktversicherung keinerlei Gefahr.kay, natürlich ist diese Checkliste keinesfalls vollständig und ganz sicher auch nicht zu 100% ernst zu nehmen, aber man könnte es auch umgekehrt formulieren: Wer in Gesprächen und Verhandlungen mit fremden/wechselnden Ansprechpartnern eher unsicher ist, beim Vertreten der eigenen Position eher defensiv auftritt, nicht so sattelfest bei der schriftlichen und mündlichen Artikulation eines Sachverhalts ist und ganz generell eher dazu neigt, Problemen und Konflikten weiträumig aus dem Weg zu gehen, der sollte vielleicht eher nicht über eine Direktversicherung nachdenken. Auch hier wieder nicht deshalb, weil deren Leistungsabteilung grundsätzlich eher eine Leistungsverweigerungsabteilung wäre, sonder ganz einfach, weil man in der Regel keinen Mittelsmann hat, der seine Anliegen gegenüber der Leistungsabteilung der Versicherung vertritt. Das muss man in diesem Fall schon selbst machen.","Versicherung, einfach, Hotline, telefonisch, Weg",negative
Jedenfalls keine größere Gefahr,,positive
"Halloehr unfreundlich Hotlineabe vor eine Woche eine neue Pin beantragt und alle Daten von Auto ihnen mit geteiltetzt ist eine Woche vergangen und trotz täglichen anrufen wurde mir immer was anderes gesagt ( Pin wäre auf mein Handy Geschickt worden,bis jetzt nicht angekommen , darf mir keine Pin geben machen die Sachbearbeiter wo sie mich mit weiterleiten darf.andere mit Arbeiter meinte War zu energisch darum hat sie mich angelogen.)etzt ist es eine Woche her von habe mir ein 5 Tages Kennzeichen geholt da ich eilig hatte.bin nach Feierabend zu eine Versicherung gegangen und Schuppenflechte kann Mittwoch anmelden gehen.lso kann keinen empfehlen zu teuer und sehr unfreundlich","Versicherung, empfehlen, teuer",negative
Nun macht die Bavaria schon Schuppenflechte....das wird ja immer schlimmer....,,negative
"Zu Risiken und Nebenwirkungen fragen sie ... Schon Scheiße, wenn man zum Konkurrentenbashing in der Wechselzeit dilletantische Frischlings-Accs auflegen muss. Was für ein Glück, dass hier alles und jeder willkommen sind.",,positive
Bavariadirekt immer noch beschi... ???,,positive
"Zitat:draiwer schrieb am 6. November 2016 um 18:28:19 Uhr:avariadirekt immer noch beschi... ???ch versteht die Frage nicht. Der Tarif der Bavaria Direkt ist absolut konkurrenzfähig und, je nach Konstellation (Fahrzeug, SF-Klasse, Regionalklasse) teilweise unschlagbar bezüglich Preis/Leistung. Ob die Versicherung empfehlenswert ist? Sieher hier:o ist das mit Direktversicherungen","Frage, Tarif, SF-Klasse, Versicherung",negative
"Ja aber wenn ich den thread hier so durchlese wird hauptsächlich geflucht über diesen Anbieter. War bisher immer bei Direktversicherungen und null Probleme bis jetzt. 139,- im Jahr laut Vergleich auf Geld.de bei BD für einen Daihatsu L251ist verdächtig günstig. Vergleiche ich mit den exakt selben Daten auf deren Website kommt ein weit höherer Betrag zustande....","Probleme, Betrag",negative
"Ich danke für eure Einschätzungen und ich werde diese Versicherung nicht wählen.ie ist die günstigste im Check... Vergleich, gut dass ich noch mal hier geschaut habe.llzeit gute Fahrt, wünsche ich.",Versicherung,positive
"Gute Entscheidung, als ich mal Fragen zu deren AKB hatte, konnte mir keiner eine Antwort geben.",Antwort,negative
"Hallo Gemeinde,at jemand Erfahrungen mit der Bavaria Direkt Autoversicherung gemacht? Hab nun einige Angebote und Leistungen verglichen und bin nun bei dieser Gesellschaft hängen geblieben. Nun würde mich interessieren, wie die Meinungen so sind. Auch in punkto Service und erreichbarkeit.äre für jedes feedback dankbar.ingbenzly","Erfahrungen, Angebote, Leistungen, Service",neutral
"Hallo Gemeinde,at jemand Erfahrungen mit der Bavaria Direkt Autoversicherung gemacht? Hab nun einige Angebote und Leistungen verglichen und bin nun bei dieser Gesellschaft hängen geblieben. Nun würde mich interessieren, wie die Meinungen so sind. Auch in punkto Service und erreichbarkeit.äre für jedes feedback dankbar.ingbenzly","Erfahrungen, Angebote, Leistungen, Service",neutral
"Ich habe eine Frage, wenn ich online direkt bei der Bavaria-Direkt einen Vertrag abschließe, muss ich dann die Vorversicherung selbst kündigen, oder übernehmen die das automatisch für mich?","Frage, Vertrag, Vorversicherung",neutral
"Die übernehmen garantiert nichts für Dich - weder automatisch noch auf penetrantes Nachfragen per E-Mail, per Telefon oder per Einschreiben.in ich froh, dass ich von dem Saftladen weg bin. Kleiner Tipp: Die HUK24 fehlt in den meisten Vergleichsportalen, weil sie denen offenbar keine Kickbacks zahlt. Lass Dir da mal durchrechnen, was Deine Versicherung kosten würde.n meinem Fall war es kaum teurer als die Bavaria.as ist zwar auch eine Direktversicherung, die mit dem Service der normalen HUK nicht vergleichbar ist, und Telefonanrufe nehmen sie auch nur im Schadenfall entgegen, sonst muss alles per E-Mail geregelt werden. Aber sie antworten auf die Mails, meist sehr zeitnah.ei der Bavaria hingegen hat es gleich zu Beginn des Vertrags Wochen gedauert, bis ich endlich jemanden an die Strippe bekam, der kapiert hat, dass das per Vergleichsportal übermittelte Kennzeichen (Zulassungsbezirk)-AB 12 nicht meines ist, sondern der Platzhalter, der pro forma mitgeschickt wird, wenn man sein Kennzeichen noch nicht kennt. Schließlich muss man die EVB ja vor der Zulassung beantragen. Bis das geklärt war, musste das Auto mangels Versicherungsschutz erst mal in der Tiefgarage stehen bleiben. Als es geklärt war, hatte ich plötzlich zwei Policen an der Backe. Eine fürs richtige Kennzeichen und eine für AB 12. Es folgten nervenaufreibende Monate, bis auch das geklärt war ...ass sie so viele Kunden mit den Kennzeichen AB 12 und XY 1234 haben, scheint dort niemanden zu verwundern.em Herrn sei Lob und Dank, dass ich nie einen Schaden hatte in der Zeit, als ich bei diesem pseudobajuwarischen Komödienstadl versichert war, bei dem noch nicht einmal wirklich transparent ist, ob der Sitz der Gesellschaft nun in München, Berlin oder irgendwo in Ostdeutschland ist.","Telefon, weg, HUK24, Versicherung, Service, Vertrags, Versicherungsschutz, Kunden, Schaden, versichert",negative
"Mir ist noch keine Versicherung untergekommen, die automatisch die alte kündigt. Also besser selbst kündigen!",Versicherung,negative
"Also wenn ich direkt über check24 gewechselt habe ging die Kündigung immer automatisch, ich wechsle öfter die Versicherung. Diesmal will ich check24 aber nicht nutzen, weil man bei denen komischerweise derzeit keine Police mit Schutzbrief mehr ordern kann, vermutlich weil die ein eigenes, 1 Jahr lang kostenloses Schutzbriefangebot gerade mit anbieten wollen, das will ich aber nicht. Da ich nichts von ADAC & Co halte (sowohl preislich als auch politisch) ist mir die Pannnenhilfe vom Versicherer wichtig, und bei bavaria-direkt kann man den Schutzbrief für knapp 17 Euro direkt auf der Webseite mitbuchen.brigens, von der HUK24 geh ich gerade weg, weil ich da trotz WErkstattbindung (die ich bei BV direkt nicht habe) über 20% mehr bezahle, die habe ich seinerzeit auch über check24 gefunden, mich stört halt dass ich dort trotz höherer SF-Einstufung jedes Jahr mehr bezahle","check24, Kündigung, Versicherung, Police, Schutzbriefangebot, weg",negative
".. mich stört halt dass ich dort trotz höherer SF-Einstufung jedes Jahr mehr bezahlech glaube, das ist bei jeder Direktversicherung so. Spätestens nach 2 Jahren muss man sich wahrscheinlich immer eine neue suchen ....",,negative
Ich habe jetzt die neue beitragsrechnung für 2017 bekommen.st 10€ teurer wie 2016 obwohl von sf16 in sf17 und in jeder typklasse einen runter.eider ist im Vergleich die Versicherung immer noch am günstigsten,Versicherung,negative
"@Jackie78: Ich vermute dann hat bisher Check24 deine Vorversicherung gekündigt, sofern du sie dort angegeben hast.m Grunde muss man jedes Jahr neu vergleichen wenn man den günstigsten Anbieter haben möchte. Vorsichtige Preiserhöhungen in der Hoffnung de","Check24, Vorversicherung",neutral
"Hallo ,ch war 4 Jahre bei der Bavaria Direkt versichert nach etwa 4 Wochen versichert hatte ich den ersten TK schaden alles ohne Probleme geklärt Scheibe getauscht Tipp top alles super ! Mann muss damit rechnen ,davor hatte ich das in 14 Jahren nie gehabt, das ab und an der Km Stand abgefragt wird. Nach 4 Jahren Gabs eine günstigere. Ich war mit Bavaria Direkt bestens zu Frieden!","versichert, schaden, Probleme, super, bestens",positive
Wieviel hat man dir für diese Aussage bezahlt?,,neutral
Habe Bavaria Direkt der Bafin gemeldet...hat sich tatsächlich ohne Vorankündigung 900.-abgebucht. Die eigentliche Kfz-Haftpflicht Summe von ca 380.- € waren schon 6 Wochen vorher abgebucht worden. Die SF 35 und alle weiteren Angaben waren bei Abschluss richtig und nachvollziehbar. Kurz darauf wurde der zweite Abbuchung-Versuch über 900.- wegen falscher SF Angabe gestartet. Das habe ich verhindert.Daraufhin wollte man ca. 9.-€ Bearbeitungsgebühr. Nach Bafin-Beschwerde wurde eine Entschuldigung ausgesprochen. Jetzt zum 01.12.2017 gekündigt. Suche mir jetzt andere...,"Bafin, SF, Abschluss",negative
"Bin jetzt bei der direct line, mal sehen wie das läuft mit denen",,neutral
"Hallo draiwer, bin 70 Jahre alt und Direct Line ist für mich mit SF 35 zu teuer. Einige Vers. haben erhebliche Aufschläge für ältere VN.","Line, SF, teuer",neutral
"Ha ha ha mir hat niemand was bezahlt , ich schreibe nur meine Erfahrungen.",Erfahrungen,neutral
"Nur weil jemand schlechte Erfahrungen mit einer Versicherung gemacht hat jemandem, der gute Erfahrungen hat gleich Betrug zu unterstellen finde ich etwas hart... Zumindest ohne Beweise.etztlich bin ich jetzt zur Bavaria Direkt gewechselt und mache meine eigenen Erfahrungen, im Idealfall brauche ich sie nie. Und wenn doch, ich hab ne gute Rechtschutzversicherungbrigens, die HUK24 hat mir nach der Kündigung ein Angebot für einen Spezialtarif gemacht, bei dem ich 90 Euro sparen würde, ein Schelm... Finde ich schon Verarsche, das Angebot bekommst natürlich nur wenn du kündigst (vermutlich auch wenn du mit Kündigung drohst, keine Ahnung). Die anderen treuen Kunden werden veralbert und zahlen den höheren Beitrag, wirklich prickelnd finde ich derartiges Geschäftsgebahren auch nicht.","schlechte, Erfahrungen, Versicherung, HUK24, Kündigung, Angebot, Kunden, Beitrag",neutral
