Username,Review,date,Rating,Total
Roswitha H.,"Dachte das bei Abschluss des Antrags gut vergleichen kann.Habe später gemerkt das ich keinen Fahrerschutz habe. Muss mich jetzt erst mal erkundigen was es zu bedeuten hat und was es mehr kostet falls ich das möchte.
Empfehlen kann ich erst jemanden wenn ich persönliche Erfahrungen haben.
Trotzdem danke für ihre Hilfe und Auskunft.
Smaili abgegeben da es ohne nicht abschicken konnte.",5/2/2019 18:16,3,5
Raffael L.,Einfach und schnell ..!,3/1/2019 10:33,3,5
Franz R.,Für ein Urteil ist es noch zu früh.,2/1/2019 17:11,3,5
Gerd H.,"Die Betreuung, welche zum reibungslosen Wechsel der Kfz.-Versicherung geführt hat.
Da ich die Leistung der Kfz.-Versicherung bei der Bruderhilfe-Versicherung noch nicht in Anspruch genommen habe, bin ich hinsichtlich einer Empfehlung gegenüber Freunden noch zurückhaltend.",2/1/2019 10:35,3,5
Willi B.,"Bis zum Vertragsabschluss war alles sehr gut, für eine weitere Bewertung ist die Vertragszeit noch zu kurz.",1/31/2019 17:56,3,5
Wolfgang K.,Die schnelle Bearbeitung meines Antrages und auch die Bearbeitung mit mit meiner alten Versicherung .,1/31/2019 15:36,3,5
Karin O.,unkompliziert,1/31/2019 15:25,3,5
Heribert C.,Preis,1/31/2019 7:43,3,5
Renate G.,"keine Angabe, da ich noch keinerlei Erfahrung für den ERnstfall hatte, ich hoffe, das bleibt auch so",1/31/2019 1:23,3,5
Volker P.,Der Preis war das entscheidende. Leider hat die Bruderhilfe den Preis für 2019 so erhöht das ich jetzt woanders versichert bin,12/31/2018 14:41,3,5
horst b.,Kondition war in Ordnung.,12/29/2018 17:18,3,5
Marianne H.,Dazu kann ich keine Angaben machen.,12/20/2018 22:57,3,5
Katharina s.,Ü,12/14/2018 8:20,3,5
Lothar K.,Vertragsabschluss und zusendung der Unterlagen lief alles problemlos. Habe seitdem keine Anliegen gehabt.,12/6/2018 17:29,3,5
Edmundas B.,Noch weißt nich.,11/20/2018 19:40,3,5
Manfred A.,bis jetzt nichts,10/23/2018 17:01,3,5
Hartmut W.,nur ich allein mehr nicht,10/22/2018 16:47,3,5
Werner K.,"+Günstig

-Einbußen beim Service ,Erreichbarkeit",10/19/2018 11:32,3,5
Suttrop S.,Problemlose Vertragsumstellung.,8/22/2018 14:32,3,5
Karl-Heinz K.,gutes Preis/Leistungsverhältnis aber gehen nicht auf Kundenwünsche ein. Deshalb kam kein Vertrag zustande.,7/8/2018 12:48,3,5
José Luis L.,Preis,2/3/2018 12:09,3,5
Andreas R.,"Preis in Ordnung, nach einem Jahr durch Preisanpassung Wechsel",10/9/2017 18:41,3,5
daniela m.,Es ist merkwürdig das ich nicht im Versicherungsbeitrag gesunken bin.,10/6/2017 9:40,3,5
Anton K.,Habe die Versicherung bis heute nicht gebraucht!,10/4/2017 14:09,3,5
Sabrina U.,Nicht so teuerer Beitrag,8/2/2019 17:28,4,5
Corinna P.,unkomplizierte Abwicklung,8/2/2019 14:35,4,5
Aberle B.,War schnell und unkompliziert. Danke!😁,7/22/2019 14:13,4,5
Jens B.,Das Preis-Leistungsverhältnis hat mich zum Vertragsabschluß bewegt.,7/5/2019 8:55,4,5
Stefan K.,kurzfristige Bearbeitung. Alles war in Ordnung,6/9/2019 10:27,4,5
Norman L.,War alles ganz einfach in der Abwicklung,5/25/2019 9:14,4,5
Waltraud Karin R.,Freundlich,5/15/2019 9:50,4,5
Markus G.,der preis,5/8/2019 19:34,4,5
Michael U.,bisher keine Erfahrungen,5/3/2019 23:33,4,5
Alexander S.,Das gute Preis Leistungsverhältnis,4/25/2019 19:15,4,5
Katharina S.,"Zuverlässigkeit der Bearbeitung, Kundeninformation über das übliche Maß hinaus (trotz Kündigung wurde ich über die verlängerte Laufzeit informiert).",4/25/2019 15:13,4,5
Gerd P.,"Wir haben zu einer anderen Versicherung gewechselt, weil es nach einem persönlichem Gespräch dort bessere Konditionen gab.",4/12/2019 19:47,4,5
Ina H.,Gute Beratung.,4/12/2019 16:02,4,5
Olaf S.,"Kirchlicher Versicherer vom Ursprung her, von den Leistungen her nichvt anders, als andere Versicherer. Auf den besonderen ""Kundenservice"", drei Angebote bei nicht abgeschlossener Werkstattbindung einholen zu müssen, um in der Fachwerkstatt seines Vertrauens reparieren zu dürfen, sollte verzichtet werden. Dann könnte man noch einen Unterschied feststellen.",4/5/2019 13:17,4,5
Timo K.,top preis/leistung  incl. Vielfahrer-nutzungs-Möglichkeit,4/3/2019 9:08,4,5
Regina K.,Das Preis-/Leistungsverhältnis.,3/8/2019 15:47,4,5
Carlota d.,"Verständlichkeit der Unterlagen, guter Telefonservice",2/19/2019 7:58,4,5
sabine s.,Der Preis war Ausschlag gebend. Nur abgeschlossen noch keine Leistungen benötigt.,2/18/2019 19:43,4,5
Anton W.,sehr gutes Preis/Leistungsverhältnis. Einfache Bedienung im Web-Portal,2/12/2019 20:12,4,5
Metin A.,Gut,2/12/2019 13:41,4,5
Andrè B.,Die Leistung.,2/11/2019 16:10,4,5
Hans-Dieter S.,"Einfache und unkomplizierte Abwicklung 
Gutes Preis-Leistungsverhältnis",2/10/2019 17:57,4,5
Manfred G.,Der Versicherungswechsel erfolgte ohne Komplikationen sehr einfach,2/8/2019 15:25,4,5
Uwe R.,Ging alles sehr flott und unbürokratisch.,2/7/2019 16:04,4,5
Frank B.,schnell und unkompliziert. Günstg,2/4/2019 15:13,4,5
Beate K.,alles völlig unkompliziert,2/4/2019 13:15,4,5
Ralf H.,Unkompliziert,2/3/2019 20:04,4,5
Klaus M.,die Bearbeitungszeit war relativ lange,2/3/2019 15:57,4,5
Thorsten H.,"Habe zum Glück noch kein Schaden gehabt und kann es so noch nicht beurteilen bei den wichtigen Sachen
Telefonische Kommunikation war sehr gut und freundlich",2/3/2019 10:20,4,5
Uwe H.,"Der Wechsel der Kfz-Versicherung verlief ohne Probleme! Ob es bei Inanspruchnahme Schwierigkeiten gibt, kann noch nicht eingeschätzt werden!",2/3/2019 9:49,4,5
Jens A.,"Nicht gefallen hat mir die Klausel mit den fehlenden Leistungen das bei einem von mir verschuldeten Unfall keine Absicherung von mir selbst mit abgesichert sind. Sollte ich selbstverschuldet einen Unfall haben und zum Beispiel eine schwere Verletzung davon tragen,ist diese nicht abgesichert,so wie ich das verstanden habe. Weiß nicht ob das normal ist,aber ich finde das nicht gut!",2/3/2019 3:47,4,5
Margot S.,"alles reibungslos abgelaufen, Bestätigung hat etwas gedauert",2/2/2019 16:46,4,5
Jürgen B.,der günstige Beitrag und das unkomplizierte abschliessen des Vertrag,2/2/2019 15:51,4,5
Brygida B.,unkomplizierter Vertragswechsel und schnelle Zusendung der Vertragsunterlagen,2/2/2019 9:29,4,5
Sylvia E.,leider ist bei der Eigabe der Daten etwas daneben gegangen und die Versicherung ist jetzt genauso teuer wie die Vorige. Auch hat Check 24 einige Daten falsch übermittelt und ich habe jetzt Extraarbeit.,2/2/2019 9:13,4,5
Wolfgang K.,Verständlichkeit der Unterlagen,2/2/2019 9:09,4,5
Roland R.,Leistung und Zusendung der Unterlagen,2/1/2019 22:43,4,5
Harald S.,die eVB Nummer konnte mir die Bruderhilfe nicht sofort geben. Da mussten noch Formulare ausgefüllt werden und das ging nur postalisch. Bei der Check24 brauchte es 5 min und ich konnte zur Zulassungsstelle gehen.,2/1/2019 18:52,4,5
Helga K.,die nette Hilfe Ihrer Mitarbeiterin,2/1/2019 18:31,4,5
Peter W.,Guter Service guter Preis,2/1/2019 15:16,4,5
Alfred H.,Zufrieden.Keine Mängel Zügige Abwicklung.,2/1/2019 12:08,4,5
Peter B.,Schneller unkomplizierter Wechsel. Alle wichtigen Daten auf einer Kunststoffkarte für die Brieftasche.,2/1/2019 12:02,4,5
Frank B.,Preis-Leistung,2/1/2019 12:01,4,5
Wolfgang K.,Tolle betreuung / kompetente Beratung/ günstiger preis,2/1/2019 8:04,4,5
Harry S.,"Preis,-Leistungsverhältnis  gegenüber den Mitkonkurenten.",2/1/2019 0:18,4,5
Amjad I.,Preis-Leistung ist gut,1/31/2019 21:56,4,5
Matthias S.,hat alles gut geklappt,1/31/2019 21:34,4,5
Karin S.,Der Service war Top !!!!,1/31/2019 20:57,4,5
Gerald S.,der Preis,1/31/2019 19:56,4,5
Andreas K.,Abschluss war sehr einfach. Prompte Zusendung der Vertragsunterlagen. Alles bestens.,1/31/2019 18:54,4,5
Ronny F.,SERVICQUALITÄT,8/9/2019 12:27,5,5
Jörg N.,"Sonderleistungen, u.a. lange Neuwerterstattung im Schadens-oder Diebstahlfall sowie die günstigen Konditionen",8/8/2019 16:52,5,5
Steffan M.,"Ich persönlich würde es begrüßen, wenn auch die monatliche Zahlungsweise angeboten werden würde.",8/6/2019 13:58,5,5
Michael S.,schnell und einfach,8/5/2019 6:42,5,5
Michael S.,Rundum zufrieden,8/5/2019 6:42,5,5
Kerstin H.,sehr freundlich und hilfsbereit. die pannenhilfe hat mir schon 2x super geholfen. vielen dank!,8/2/2019 12:02,5,5
Stephan-Kurt W.,"Sehr netter Kontakt
Alles unkompliziert
Super Versicherungsschein mit Plastikcard sehr vorbildlich
Kann Sie nur Weiterempfehlen",7/30/2019 21:05,5,5
Amir L.,Es wurde mir durch einer CHECK24 Berater empfohlen,7/29/2019 15:04,5,5
Bernd G.,schnell und unkompliziert,7/15/2019 13:24,5,5
Maximiano D.,Mir hat alles gefallen und ich bin sehr zufrieden.,6/30/2019 14:13,5,5
Thomas R.,Einfach und zuverlässig,6/26/2019 6:50,5,5
Hellfried M.,Schnelle verständliche Unterlagen,6/24/2019 21:42,5,5
Dagmar P.,völlig Unkompliziert,6/19/2019 7:04,5,5
Bernd W.,Sehr guter Versicherungsschutz bei sehr ansprechend günstigem Preis.,6/15/2019 22:22,5,5
Jens O.,Preis ist top,6/10/2019 13:07,5,5
Nevzat S.,Top Leistung. Wir bekamen nach 3 Monaten noch günstigere Tarif als  bei dem Versicherung Abschluss. Kann es nur weiter empfehlen. Super Service,6/4/2019 13:59,5,5
Sabine T.,Die Beratung,6/3/2019 14:03,5,5
Klaus Jochen V.,nette telefonische Kontakte,5/24/2019 14:44,5,5
Daniel C.,Freundliche und kompetente Ansprechpartner. Unkompliziert,5/19/2019 8:38,5,5
Elisabeth Johanna S.,"Schnell,kompetent",5/17/2019 14:55,5,5
Thora R.,Sehr gute Leistung bei niedrigem Beitrag,4/23/2019 16:32,5,5
Mark H.,Sehr gutes Preis-Leistungsverhältnis.,4/23/2019 12:52,5,5
Andreas R.,Die unkomplizierte Abwicklung,4/10/2019 21:19,5,5
Jens W.,Super Service und gute Konditionen,4/9/2019 18:49,5,5
Roswitha K.,"Freundliche und kompetente Mitarbeiter.
Verständliche Unterlagen",4/7/2019 21:20,5,5
Jochen D.,Sehr schnelle Hilfe bei Fragen. Alle Mitarbeiter freundlich und kompetent.,4/5/2019 10:55,5,5
Kirsten R.,"Sehr unkompliziert, kompetent,schnell und preiswert !!!!",4/2/2019 7:23,5,5
Sven H.,Kompetente und schnelle Beratung,3/30/2019 7:29,5,5
Jakob K.,ales gut,3/29/2019 16:46,5,5
Anja Renate S.,ohne probleme Vertragsabschluß toller Serviceleistung,3/28/2019 8:14,5,5
Klaus B.,Sehr gute Leistungen zum fairen Preis,3/25/2019 13:55,5,5
Manuela S.,Komplikationslose Erledigung meines Schadenfalls (neue Windschutzscheibe),3/24/2019 17:21,5,5
Manuela S.,Reibungslose und schnelle Abwicklung,3/24/2019 17:21,5,5
Rainer S.,Guter Service - Dankde,3/23/2019 19:35,5,5
Carola Z.,"Der Beitrag ist günstig, erwurde im Laufe der Zeit sogar gesenkt.",3/22/2019 10:06,5,5
Osman R.,Unkompleziertes Abwiklung,3/15/2019 20:24,5,5
Semun A.,"Preis ist gut in vergleich mit andere Versicherung und auch gute Leistung immer hilfsbereit wie ich auch von Freunde gehört habe über Brüderhilfe versicherung, ich habe gute Gewissen dabei darum bin ich zu euch gewechselt.",3/15/2019 16:59,5,5
Peter G.,"immer ansprechbar, keine Wartezeit am Telefon, alles wunderbar",3/14/2019 14:06,5,5
Angelika Sofia E.,"Besonders gefallen hat mir die telefonische Beratung wo wir den Zweitwagen angefragt hatten. Hier wurde alles für den Kunden abgestimmt wie Verträge tauschen wegen der günstigeren Einstufung , die niedere Zweitwageneinstufung und letzendlich der Preis.
Hervorheben möchte ich die Freundlichkeit und Kompetenz der Berater.
VG Angelika",3/10/2019 9:18,5,5
helga K.,super service,3/4/2019 5:38,5,5
Michael M.,Unkomplizierte Abwicklung,3/1/2019 19:13,5,5
Gerd T.,Sehr gutes Preis/Leistungsverhältnis. Schnelle unkomplizierte Abwicklung,2/26/2019 9:48,5,5
Torsten H.,"Unkomplizierte Abwicklung, keine versteckten Kosten, sehr Kundenfreundlich!",2/24/2019 11:39,5,5
Krzysztof L.,Allen Perfekt,2/23/2019 14:06,5,5
Kai H.,"Gute Beratung, Preis- Leistung überdurchschnittlich gut. 
Tolle Versicherung.
Ich bin sehr positiv überrascht und werde es weiterempfehlen.",2/20/2019 18:49,5,5
Frank M.,alles fließend bearbeitet,2/19/2019 18:05,5,5
Giacomo M.,Sehr freundliche und gut geschulte Mitarbeiter. Werde weiterhin Kunde der Bruderhilfe Versicherung bleiben,2/19/2019 17:38,5,5
Giacomo M.,"Hatte einen Glasschaden, der leider den Wechsel der Frontscheibe nach sich trug. Trotz der vom mir übermittelten Informationen der Versicherung an die Vertragswerkstatt, habe die eine höre Rechnung ausgestellt... Sehr zum Ärgernis meiner Seite und der Bruderhilfe Versicherung. Den Differenzbetrag wollte die Werkstatt dann von mir, trotz Abschlagserklärung... Nach nochmaligen Kontakt mit der Versicherung haben sie kulanterweise den Betrag übernommen. Fazit: Die Mitarbeiter sind stets freundlich und hilfsbereit. Fühle mich gut verstanden und beraten.
Die Werkstatt hat mit dieser dämlichen Aktion einen Kunden verloren.",2/19/2019 17:38,5,5
Petra K.,"unkompliziert sowohl bei e-Mail, als auch am Telefon",2/19/2019 10:39,5,5
Abd m.,Check24 ist meine beste Seite ich liebe euch viel dank für eure Hilfe und nette Leute nochmal danke 😘😘😘,2/18/2019 10:37,5,5
Rainer B.,Absolut problemlos und unbürokratisch,7/29/2019 15:54,5,5
Peter G.,"Freundliche und zuverlässige Mitarbeiter,
Überführungsfahrt kostenlos bei späterem Vertragsabschluss",6/13/2019 15:40,4,5
Rita R.,Leistungen Versicherungsunterlagen auch per Post verschickt werden,5/18/2019 13:42,5,5
Antje K.,"gut: Schnelle Bearbeitung bei Terminvergabe für eine Werkstatt
nicht gut: bei offenen Vorgängen monatelang keine Rückmeldung und dann plötzlich Briefe mit Beitragserhöhungen (auf Grund offener Vorgänge), die man nicht bzw. schwer nachvollziehen kann und dann muss man sich durch die verschiedenen Hotline wählen",4/15/2019 11:16,4,5
Alexandra S.,Keine gute Servicequalität. Erst mit Hilfe von Check24 könnten alle Unstimmigkeiten behoben werden,3/4/2019 20:52,2,5
Gabriele M.,Schlechter Service !!!,2/1/2019 11:17,1,5
Beate H.,Servicequalität,1/18/2019 18:07,5,5
Rene G.,Bis jetzt ging alles problemlos bin zufrieden,10/18/2018 17:13,4,5
Karl-Heinz K.,Preis/ Leistungsverhältnis,7/26/2018 11:33,4,5
Juri S.,Alles gut,6/22/2018 14:20,4,5
Harald G.,"Problemlose, schnelle Abwicklung und Zusendung der Vertragsunterlagen!",6/13/2018 20:40,5,5
Gerhard R.,Preis Leistung gut.,3/30/2018 8:33,4,5
Ahmad T.,Alles gut.,2/12/2018 17:32,5,5
Kristian K.,Die schnelle Bestätigung.,9/4/2017 10:15,5,5
Gabriele M.,Schlechter Service !!!,2/1/2019 11:17,1,5
Alexandra S.,Keine gute Servicequalität. Erst mit Hilfe von Check24 könnten alle Unstimmigkeiten behoben werden,3/4/2019 20:52,2,5
Peter G.,"Freundliche und zuverlässige Mitarbeiter,
Überführungsfahrt kostenlos bei späterem Vertragsabschluss",6/13/2019 15:40,4,5
Antje K.,"gut: Schnelle Bearbeitung bei Terminvergabe für eine Werkstatt
nicht gut: bei offenen Vorgängen monatelang keine Rückmeldung und dann plötzlich Briefe mit Beitragserhöhungen (auf Grund offener Vorgänge), die man nicht bzw. schwer nachvollziehen kann und dann muss man sich durch die verschiedenen Hotline wählen",4/15/2019 11:16,4,5
Rene G.,Bis jetzt ging alles problemlos bin zufrieden,10/18/2018 17:13,4,5
Karl-Heinz K.,Preis/ Leistungsverhältnis,7/26/2018 11:33,4,5
Juri S.,Alles gut,6/22/2018 14:20,4,5
Gerhard R.,Preis Leistung gut.,3/30/2018 8:33,4,5
Rainer B.,Absolut problemlos und unbürokratisch,7/29/2019 15:54,5,5
Rita R.,Leistungen Versicherungsunterlagen auch per Post verschickt werden,5/18/2019 13:42,5,5
Beate H.,Servicequalität,1/18/2019 18:07,5,5
Harald G.,"Problemlose, schnelle Abwicklung und Zusendung der Vertragsunterlagen!",6/13/2018 20:40,5,5
Ahmad T.,Alles gut.,2/12/2018 17:32,5,5
Kristian K.,Die schnelle Bestätigung.,9/4/2017 10:15,5,5
Ulf-Peter M.,unkonventionell - super!,7/8/2019 14:02,5,5
Philippe S.,"alles lief problemlos ab, hatten die Vertragsunterlagen promt erhalten. Auf Nachfrage wurde uns auch die grüne Versicherungskarte nachgeliefert.",7/2/2019 17:06,5,5
Peter B.,"Soweit ist alles gut gewesen, mein Mann wollte monatlich die Versicherung bezahlen, dass ging bei dem Vortrag nicht...., da das Geld von meinem Konto bezahlt wird, ist dass etwas umständlich, mein Mann hat sein Konto in NL und so haben wir immer wieder huddeleien...., blöd....",7/2/2019 13:46,4,5
Peter B.,Alles bestens...,7/2/2019 13:46,5,5
Sebastian B.,Guter schneller Kundenservice. Benötigte die Versicherungnr für das anmelden des Autos wurde super schnell durch gegeben,6/30/2019 13:25,4,5
Tobias F.,"Schnell, Günstig, Unkompliziert. 
Keine negative Erfahrung.",6/27/2019 13:58,5,5
Tobias S.,das Angebot war anfangs gut ...Abschluss war dann Teurer,6/20/2019 22:47,3,5
Sabine P.,"Gut verständlich, alles läuft online.",6/20/2019 14:14,5,5
miroslaw b.,alles ist ok,5/8/2019 17:50,5,5
Jürgen S.,"Ich habe am 24.01.19 meine Kündigung für meine Kfz-Versicherung per Fax, mit der Bitte um Bestätigung, zu Verti gesandt. Heute ist der 03.05.19 und ich habe immer noch keine Bestätigung erhalten!",5/3/2019 14:43,2,5
Jürgen S.,Der von mir verursachte Schaden an meinem Fzg wurde zu meiner Zufriedenheit geregelt.,5/3/2019 14:43,4,5
Raffaele L.,she gut,5/2/2019 20:21,5,5
Jörg W.,service,4/27/2019 12:12,5,5
Ingrid T.,"Das war ein Lockangebot. Der Versicherungsbeitrag wurde im zweiten Jahr bedeutend 
teuer, um ca 30 %.
Der Jahresvertrag beginnt immer ab Tag der Zulassung, so dass es nicht möglich nicht
zum Ende des Kalenderjahr zu kündigen. Ich würde diese Versicherung auf keinen Fall noch einmal wählen!",4/24/2019 19:24,2,5
Dirk F.,allein der preis war ausschlaggebend hatte noch keine Schadenabwicklung von daher kann ich nix sagen,4/17/2019 22:00,3,5
Daniela A.,Ich bin sehr zufrieden. Es läuft alles reibungslos,4/9/2019 18:01,5,5
Fritz Willy S.,"-schlechte Erreichbarkeit
-Emailfragen werden spät bearbeitet",4/5/2019 11:23,2,5
Kirsten v.,Alles völlig unkompliziert abgelaufen.,4/3/2019 14:17,5,5
Karl-Heinz J.,"Bis jetzt alles ok. Brauchte seit Vertragsbeginn keinen Kontakt, kann daher keine Einschätzung geben.",4/2/2019 16:33,4,5
stefan p.,gut fand ich die Schadensabwicklung,3/30/2019 13:11,3,5
stefan p.,"das mir gleich eine Werkstatt empfohlen wurde,und ich einen Leihwagen bekam.
und ich mich um nichts weiter kümmern mußte!",3/30/2019 13:11,5,5
Thomas H.,Preis,3/16/2019 12:45,4,5
Karl-Heinz S.,sehr einfach und sicher.,3/2/2019 18:19,5,5
Benno K.,Der Preis ist gut und andere Erfahrungen mit Mitarbeiter oder Service konnten wir noch nicht machen.,3/2/2019 11:10,5,5
Katharina A.,Mir hat das Preis/Leistungsverhältnis gefallen.,2/24/2019 14:12,5,5
Karl H.,"Alles gut gelaufen, jedoch viel zu viel Papierkram. Zig Mails hin und her!",2/19/2019 22:25,4,5
Klaus-Dieter K.,"Ich kann keine Angaben machen,da ich außer den Abschluss des Vertages nicht einmal die grüne Karte habe",2/8/2019 16:35,3,5
Roland D.,"Preis-Leistungs-Verhältnis mit dem Sonderbonus von Shoop.de 60€

Nicht gefallen hat mir, dass ich ein Nachbuchungsantrag stellen musste um meinen Bonus von 60€ zu erhalten! Wartezeit bis zu 6 Monate :-(
vielleicht lässt sich das beschleunigen oder in Zukunpft vermeinden!",2/6/2019 16:33,5,5
Silvia G.,UNKOMPLIZIERT SCHNELL DIREKT UND GÜNSTIG,2/5/2019 20:00,4,5
Lothar M.,Übermittlung von Versicherungsunterlagen und unkomplizierter Abschluss,2/4/2019 11:55,5,5
Gerhard G.,Gefallen hat mir die kompetente Beratung.,2/3/2019 18:23,5,5
Heiner K.,"keine police mit der post bekommen,musste ich mir ausdrucken. auch keine grüne karte für auslandsvers. angaboten.",2/3/2019 11:50,2,5
Frank G.,"Fast alles, außer die automatische Kündigung hat nicht geklappt, aber wiederum hat man mir eine E-Mail verbereitet, zur Kündigung, und das fand ich wieder sehr gut!",2/3/2019 10:33,5,5
Eugen B.,Preisleistungsverhältnis,2/2/2019 21:46,5,5
Reiner F.,Kein Vertrag schriftlich.,2/2/2019 14:40,4,5
Reiner Z.,Keine Unterlagen schriftlich erhalten (grüne Auslandskarte etc.),2/2/2019 14:13,2,5
Mirza S.,"besonders Preis Leistung Verhältnis, und verständlich er  Vertrag ...",2/2/2019 11:35,4,5
Kazimierz H.,"Besondere. Leistung,Preis.",2/2/2019 9:38,4,5
Günter d.,"Preisvergleich
100",2/2/2019 9:32,4,5
Gerda F.,"Abschluss ging schnell und unbürokratisch.
Negativ ist allerdings, dass ich den Versicherungsschein zwar  per Mail  nach 8 Wochen erhalten habe, aber - wie angekündigt - per Post (Original) immer noch nicht",2/2/2019 9:26,4,5
Özkan K.,"Unkompliziert, einfach und gut.",2/2/2019 8:37,4,5
Christine T.,Einfache Abwicklung,2/1/2019 23:06,4,5
Rolf S.,preis,2/1/2019 21:18,5,5
Anita H.,alles gut gelaufen,2/1/2019 17:10,5,5
Bärbel W.,Preis-Leistungs-Verhältnis,2/1/2019 17:02,4,5
Marion Z.,Ich habe einen zweit wagen angemeldet dieses über Telefon die Mitarbeiterin war sehr freundli h und hilfsbereit i h bin sehr zu frieden,2/1/2019 15:49,4,5
